order_id,order_date,customer_id,product_id,quantity,unit_price,total_amount
ORD01225,2025-02-10,CUST0448,PRD306,5,124.67,623.36
ORD01226,2025-01-30,CUST0158,PRD387,3,77.18,231.55
ORD01227,2024-12-29,CUST1427,PRD498,3,80.45,241.35
ORD01228,2025-06-13,CUST1062,PRD188,1,113.67,113.67
ORD01229,2025-03-17,CUST1418,PRD101,3,54.96,164.87
ORD01230,2025-05-20,CUST0394,PRD417,5,181.17,905.85
ORD01231,2025-09-10,CUST0337,PRD038,4,182.8,731.19
ORD01232,2025-02-26,CUST0789,PRD315,1,47.26,47.26
ORD01233,2025-08-22,CUST1628,PRD420,5,132.28,661.4
ORD01234,2025-05-01,CUST0108,PRD306,5,18.03,90.13
ORD01235,2025-01-26,CUST0433,PRD138,2,71.13,142.26
ORD01236,2025-04-10,CUST0204,PRD463,1,21.59,21.59
ORD01237,2025-01-26,CUST0316,PRD048,5,126.27,631.36
ORD01238,2025-01-23,CUST1264,PRD021,5,49.84,249.22
ORD01239,2024-12-04,CUST0980,PRD376,5,52.59,262.95
ORD01240,2025-10-22,CUST0423,PRD425,5,144.24,721.2
ORD01241,2025-03-20,CUST1383,PRD407,2,145.58,291.15
ORD01242,2025-02-14,CUST1660,PRD396,1,182.79,182.79
ORD01243,2025-04-28,CUST1134,PRD456,1,135.18,135.18
ORD01244,2025-01-05,CUST1843,PRD365,2,103.18,206.37
ORD01245,2025-06-05,CUST0017,PRD381,1,116.93,116.93
ORD01246,2025-01-14,CUST0314,PRD373,2,158.96,317.91
ORD01247,2024-12-11,CUST0640,PRD333,2,113.66,227.33
ORD01248,2025-08-05,CUST0560,PRD029,2,150.46,300.91
ORD01249,2025-08-31,CUST0438,PRD478,5,193.6,967.99
ORD01250,2025-10-01,CUST0754,PRD003,1,11.28,11.28
ORD01251,2025-01-21,CUST1410,PRD032,5,126.22,631.09
ORD01252,2025-09-11,CUST0652,PRD107,3,44.66,133.97
ORD01253,2025-03-03,CUST0885,PRD482,5,79.23,396.15
ORD01254,2025-02-13,CUST0390,PRD179,5,173.6,867.98
ORD01255,2025-01-24,CUST1015,PRD423,4,113.85,455.41
ORD01256,2025-09-26,CUST1923,PRD103,3,146.37,439.11
ORD01257,2025-04-19,CUST1068,PRD293,3,98.43,295.28
ORD01258,2025-06-29,CUST0836,PRD272,2,34.29,68.59
ORD01259,2025-10-05,CUST0469,PRD073,5,30.21,151.06
ORD01260,2025-04-01,CUST0291,PRD177,4,157.38,629.53
ORD01261,2025-04-07,CUST0141,PRD011,3,84.93,254.79
ORD01262,2025-11-21,CUST1208,PRD029,4,176.93,707.7
ORD01263,2025-09-15,CUST1578,PRD163,2,80.72,161.44
ORD01264,2025-11-24,CUST1748,PRD170,2,173.18,346.37
ORD01265,2025-07-25,CUST0976,PRD428,3,88.71,266.12
ORD01266,2024-12-09,CUST1070,PRD425,2,135.64,271.29
ORD01267,2025-10-13,CUST0249,PRD305,1,51.18,51.18
ORD01268,2025-09-18,CUST0666,PRD223,4,182.64,730.55
ORD01269,2024-12-18,CUST1382,PRD228,1,47.68,47.68
ORD01270,2025-07-03,CUST1335,PRD077,2,6.85,13.7
ORD01271,2025-07-21,CUST1278,PRD034,1,174.96,174.96
ORD01272,2025-09-10,CUST1869,PRD492,3,14.6,43.81
ORD01273,2025-05-14,CUST1619,PRD319,1,91.49,91.49
ORD01274,2025-10-09,CUST1428,PRD058,5,17.78,88.9
ORD01275,2025-10-29,CUST0037,PRD303,2,167.26,334.51
ORD01276,2025-08-12,CUST0514,PRD137,1,8.07,8.07
ORD01277,2025-07-28,CUST1042,PRD365,4,129.07,516.3
ORD01278,2025-11-21,CUST1904,PRD115,1,72.57,72.57
ORD01279,2024-12-11,CUST0828,PRD314,5,142.18,710.88
ORD01280,2025-04-13,CUST1403,PRD248,2,32.52,65.04
ORD01281,2025-08-06,CUST0818,PRD099,3,22.92,68.76
ORD01282,2025-10-07,CUST1375,PRD206,3,181.07,543.21
ORD01283,2025-03-03,CUST0539,PRD456,3,196.56,589.68
ORD01284,2025-06-20,CUST0759,PRD139,5,84.59,422.93
ORD01285,2025-03-11,CUST1366,PRD072,2,35.96,71.93
ORD01286,2025-11-19,CUST1688,PRD282,2,44.42,88.84
ORD01287,2025-03-02,CUST1265,PRD409,5,82.71,413.55
ORD01288,2025-06-12,CUST0627,PRD132,2,23.62,47.25
ORD01289,2025-10-24,CUST0745,PRD428,3,27.69,83.06
ORD01290,2025-05-16,CUST0160,PRD196,4,14.77,59.08
ORD01291,2025-01-04,CUST1138,PRD049,4,157.31,629.24
ORD01292,2025-07-05,CUST1485,PRD305,5,48.49,242.45
ORD01293,2025-01-20,CUST1135,PRD386,2,113.29,226.57
ORD01294,2025-11-02,CUST0638,PRD262,3,43.94,131.83
ORD01295,2025-10-01,CUST1456,PRD262,4,51.48,205.91
ORD01296,2025-04-19,CUST1323,PRD062,3,126.71,380.13
ORD01297,2025-11-11,CUST0577,PRD053,4,113.58,454.33
ORD01298,2025-10-30,CUST0162,PRD269,1,165.73,165.73
ORD01299,2025-05-29,CUST1323,PRD326,2,150.91,301.82
ORD01300,2025-01-30,CUST0710,PRD430,1,50.42,50.42
ORD01301,2025-06-12,CUST1148,PRD229,1,68.84,68.84
ORD01302,2025-06-15,CUST0955,PRD401,4,32.09,128.36
ORD01303,2025-01-22,CUST1779,PRD170,3,73.97,221.92
ORD01304,2025-09-07,CUST0172,PRD166,3,194.89,584.66
ORD01305,2025-08-01,CUST1798,PRD171,5,56.39,281.95
ORD01306,2025-11-02,CUST1925,PRD412,3,70.01,210.03
ORD01307,2025-04-18,CUST1541,PRD198,3,132.27,396.82
ORD01308,2025-03-29,CUST0601,PRD376,5,184.07,920.37
ORD01309,2025-09-08,CUST1917,PRD223,1,136.98,136.98
ORD01310,2025-09-02,CUST0800,PRD378,2,126.97,253.93
ORD01311,2025-02-20,CUST1869,PRD275,2,195.05,390.09
ORD01312,2025-03-28,CUST0039,PRD115,2,131.67,263.35
ORD01313,2025-08-19,CUST0004,PRD486,2,7.76,15.52
ORD01314,2025-02-16,CUST1924,PRD196,1,29.2,29.2
ORD01315,2025-03-26,CUST0855,PRD111,3,155.71,467.13
ORD01316,2025-07-08,CUST1526,PRD418,1,5.73,5.73
ORD01317,2025-05-03,CUST1166,PRD458,5,114.21,571.05
ORD01318,2025-04-19,CUST0979,PRD499,3,117.03,351.08
ORD01319,2025-06-02,CUST0478,PRD360,1,86.58,86.58
ORD01320,2025-07-06,CUST0798,PRD143,5,176.06,880.32
ORD01321,2025-03-28,CUST0481,PRD159,3,53.69,161.08
ORD01322,2025-06-15,CUST0340,PRD142,1,147.89,147.89
ORD01323,2025-10-29,CUST0814,PRD268,3,99.13,297.38
ORD01324,2025-03-25,CUST1867,PRD274,4,75.21,300.83
ORD01325,2025-02-19,CUST0161,PRD454,4,96.76,387.04
ORD01326,2025-01-12,CUST1851,PRD444,4,11.38,45.53
ORD01327,2025-08-25,CUST1306,PRD299,1,10.12,10.12
ORD01328,2025-11-24,CUST1142,PRD402,5,107.54,537.7
ORD01329,2025-07-15,CUST0316,PRD349,3,105.29,315.86
ORD01330,2025-03-05,CUST0923,PRD401,1,69.17,69.17
ORD01331,2025-07-23,CUST0869,PRD023,4,85.97,343.88
ORD01332,2025-03-18,CUST1157,PRD496,4,138.48,553.91
ORD01333,2024-12-07,CUST0962,PRD020,2,135.05,270.1
ORD01334,2024-12-15,CUST1982,PRD394,4,133.77,535.1
ORD01335,2025-03-09,CUST1562,PRD496,2,16.34,32.68
ORD01336,2025-05-27,CUST0382,PRD416,4,34.25,137.01
ORD01337,2025-01-08,CUST1991,PRD301,1,11.79,11.79
ORD01338,2025-11-04,CUST1034,PRD240,3,169.18,507.55
ORD01339,2025-05-19,CUST0597,PRD030,2,21.52,43.04
ORD01340,2025-04-26,CUST1393,PRD461,2,111.68,223.35
ORD01341,2025-01-11,CUST0526,PRD334,3,88.85,266.55
ORD01342,2025-10-21,CUST1991,PRD170,3,118.23,354.68
ORD01343,2025-08-26,CUST1915,PRD088,5,141.2,706.01
ORD01344,2024-12-17,CUST1993,PRD147,3,29.3,87.9
ORD01345,2025-02-07,CUST0508,PRD480,5,23.35,116.77
ORD01346,2025-04-03,CUST1497,PRD408,3,128.99,386.97
ORD01347,2025-07-05,CUST1696,PRD025,4,190.65,762.61
ORD01348,2025-02-13,CUST1248,PRD043,4,14.18,56.71
ORD01349,2025-01-20,CUST0105,PRD027,3,158.14,474.41
ORD01350,2025-11-12,CUST1801,PRD240,2,31.46,62.92
ORD01351,2025-09-17,CUST1360,PRD426,3,89.59,268.77
ORD01352,2025-07-13,CUST1568,PRD138,3,12.99,38.97
ORD01353,2025-11-30,CUST1067,PRD298,3,168.0,503.99
ORD01354,2025-03-03,CUST0327,PRD482,5,129.71,648.55
ORD01355,2025-08-02,CUST0760,PRD273,1,60.28,60.28
ORD01356,2025-02-07,CUST1484,PRD232,3,189.66,568.98
ORD01357,2025-01-03,CUST1758,PRD070,4,125.85,503.39
ORD01358,2025-07-27,CUST1812,PRD132,2,187.01,374.02
ORD01359,2025-09-05,CUST0912,PRD158,2,189.23,378.45
ORD01360,2024-12-16,CUST0365,PRD166,2,173.23,346.45
ORD01361,2025-09-10,CUST0231,PRD317,2,189.48,378.95
ORD01362,2025-07-24,CUST1190,PRD187,5,42.66,213.3
ORD01363,2025-08-20,CUST1748,PRD461,1,189.72,189.72
ORD01364,2025-02-22,CUST0278,PRD415,5,126.07,630.36
ORD01365,2025-12-02,CUST1601,PRD190,4,104.12,416.48
ORD01366,2025-03-19,CUST0645,PRD486,4,87.57,350.27
ORD01367,2025-10-27,CUST0609,PRD051,2,181.62,363.23
ORD01368,2025-09-25,CUST0519,PRD298,5,25.71,128.55
ORD01369,2025-11-24,CUST0983,PRD179,3,120.76,362.27
ORD01370,2025-04-19,CUST0374,PRD143,5,140.46,702.32
ORD01371,2025-06-18,CUST1814,PRD403,2,78.05,156.11
ORD01372,2025-07-24,CUST0190,PRD345,3,8.5,25.5
ORD01373,2025-05-08,CUST0378,PRD414,2,144.74,289.49
ORD01374,2025-11-23,CUST0410,PRD076,1,141.01,141.01
ORD01375,2025-11-14,CUST0202,PRD240,4,116.01,464.03
ORD01376,2025-05-25,CUST0063,PRD432,5,67.31,336.54
ORD01377,2025-08-24,CUST1301,PRD343,4,76.05,304.21
ORD01378,2024-12-20,CUST0322,PRD084,4,105.1,420.4
ORD01379,2024-12-06,CUST1171,PRD242,1,6.18,6.18
ORD01380,2025-10-05,CUST1818,PRD362,1,96.79,96.79
ORD01381,2025-06-10,CUST0064,PRD496,5,69.64,348.22
ORD01382,2025-01-08,CUST1553,PRD252,3,87.66,262.97
ORD01383,2024-12-03,CUST0343,PRD254,1,180.89,180.89
ORD01384,2025-04-11,CUST1206,PRD177,2,191.65,383.3
ORD01385,2025-04-11,CUST0799,PRD453,4,18.03,72.13
ORD01386,2025-08-07,CUST1717,PRD390,4,158.58,634.34
ORD01387,2024-12-06,CUST0116,PRD441,2,68.75,137.5
ORD01388,2024-12-03,CUST1944,PRD260,3,187.46,562.37
ORD01389,2025-03-10,CUST1039,PRD335,5,43.49,217.46
ORD01390,2025-03-19,CUST0704,PRD155,4,134.71,538.83
ORD01391,2025-01-26,CUST1173,PRD469,4,142.3,569.19
ORD01392,2025-11-03,CUST0049,PRD002,2,174.84,349.69
ORD01393,2025-09-15,CUST1061,PRD231,3,139.18,417.54
ORD01394,2025-02-13,CUST1374,PRD089,2,21.42,42.85
ORD01395,2025-10-31,CUST0585,PRD138,3,165.69,497.08
ORD01396,2025-05-09,CUST0447,PRD024,2,28.92,57.83
ORD01397,2025-07-08,CUST0684,PRD454,4,191.07,764.27
ORD01398,2025-07-07,CUST0528,PRD424,4,105.78,423.11
ORD01399,2025-05-26,CUST0133,PRD074,2,198.99,397.99
ORD01400,2025-01-29,CUST1887,PRD032,2,52.33,104.66
ORD01401,2025-02-04,CUST1638,PRD176,1,60.24,60.24
ORD01402,2025-04-11,CUST1442,PRD296,2,137.96,275.92
ORD01403,2025-08-26,CUST0451,PRD441,3,170.3,510.91
ORD01404,2025-11-12,CUST1850,PRD323,5,114.26,571.31
ORD01405,2025-06-22,CUST0559,PRD265,1,44.27,44.27
ORD01406,2025-06-22,CUST1452,PRD307,5,124.99,624.93
ORD01407,2025-01-07,CUST1974,PRD100,5,115.99,579.94
ORD01408,2025-09-05,CUST0093,PRD489,4,142.75,571.01
ORD01409,2025-11-11,CUST1357,PRD065,4,148.05,592.21
ORD01410,2025-04-28,CUST1043,PRD230,4,98.03,392.12
ORD01411,2025-08-16,CUST0354,PRD116,1,169.44,169.44
ORD01412,2025-11-09,CUST0295,PRD193,1,127.6,127.6
ORD01413,2025-05-24,CUST1848,PRD158,2,24.93,49.85
ORD01414,2025-02-24,CUST0516,PRD446,1,76.82,76.82
ORD01415,2025-04-01,CUST0064,PRD091,1,163.83,163.83
ORD01416,2025-08-29,CUST0996,PRD015,3,29.22,87.66
ORD01417,2025-04-22,CUST0421,PRD238,1,128.64,128.64
ORD01418,2025-11-25,CUST0560,PRD035,3,154.35,463.06
ORD01419,2025-02-18,CUST0769,PRD178,3,152.28,456.84
ORD01420,2025-11-29,CUST0974,PRD389,5,11.78,58.9
ORD01421,2024-12-25,CUST0483,PRD122,2,75.08,150.16
ORD01422,2025-07-16,CUST0784,PRD159,4,153.26,613.03
ORD01423,2025-01-12,CUST1267,PRD224,2,90.17,180.35
ORD01424,2025-07-18,CUST1894,PRD395,2,185.52,371.05
ORD01425,2025-05-19,CUST1481,PRD185,2,30.48,60.95
ORD01426,2025-01-20,CUST0419,PRD340,4,6.1,24.39
ORD01427,2024-12-18,CUST0858,PRD170,1,10.48,10.48
ORD01428,2025-04-08,CUST0599,PRD086,2,30.76,61.51
ORD01429,2025-08-02,CUST0744,PRD019,5,129.18,645.91
ORD01430,2025-03-31,CUST1306,PRD482,2,125.98,251.96
ORD01431,2025-01-13,CUST1011,PRD334,2,6.11,12.21
ORD01432,2025-09-27,CUST1536,PRD367,1,17.3,17.3
ORD01433,2025-11-04,CUST1634,PRD457,1,151.6,151.6
ORD01434,2025-03-11,CUST1707,PRD466,4,60.26,241.03
ORD01435,2025-11-25,CUST0503,PRD241,5,47.29,236.44
ORD01436,2025-08-29,CUST0404,PRD272,3,47.69,143.08
ORD01437,2025-08-27,CUST1950,PRD495,4,161.77,647.09
ORD01438,2025-03-17,CUST0429,PRD182,4,75.18,300.72
ORD01439,2025-10-22,CUST0890,PRD144,4,109.23,436.91
ORD01440,2025-10-24,CUST0652,PRD394,1,87.35,87.35
ORD01441,2025-09-12,CUST1555,PRD378,3,174.17,522.5
ORD01442,2025-10-06,CUST1533,PRD486,3,8.85,26.54
ORD01443,2025-04-10,CUST1121,PRD044,2,23.7,47.41
ORD01444,2025-10-03,CUST0479,PRD173,3,129.13,387.4
ORD01445,2024-12-19,CUST0366,PRD011,4,101.64,406.57
ORD01446,2025-10-25,CUST1555,PRD118,5,74.89,374.47
ORD01447,2025-10-21,CUST0132,PRD146,4,40.42,161.7
ORD01448,2025-11-29,CUST1565,PRD158,3,34.92,104.75
ORD01449,2024-12-22,CUST0183,PRD346,1,68.79,68.79
ORD01450,2025-07-05,CUST0576,PRD236,2,88.38,176.76
ORD01451,2025-08-04,CUST0655,PRD185,5,18.9,94.51
ORD01452,2025-07-14,CUST1312,PRD246,3,178.89,536.66
ORD01453,2025-10-27,CUST0689,PRD324,2,143.76,287.52
ORD01454,2025-03-26,CUST1140,PRD420,1,63.86,63.86
ORD01455,2025-10-13,CUST1898,PRD183,5,85.52,427.6
ORD01456,2025-10-07,CUST0123,PRD273,3,13.99,41.98
ORD01457,2025-11-25,CUST1856,PRD004,5,145.7,728.49
ORD01458,2025-05-12,CUST1241,PRD112,4,128.97,515.86
ORD01459,2025-03-23,CUST1759,PRD397,3,14.98,44.94
ORD01460,2025-09-25,CUST1026,PRD431,1,130.48,130.48
ORD01461,2025-06-02,CUST1898,PRD004,1,175.62,175.62
ORD01462,2025-07-22,CUST1151,PRD279,1,27.69,27.69
ORD01463,2025-02-14,CUST0704,PRD057,5,176.04,880.2
ORD01464,2025-03-06,CUST1619,PRD344,2,168.88,337.75
ORD01465,2025-04-02,CUST1329,PRD360,2,154.71,309.41
ORD01466,2025-06-16,CUST0498,PRD212,3,29.63,88.9
ORD01467,2025-10-04,CUST1780,PRD242,2,18.66,37.32
ORD01468,2024-12-21,CUST1753,PRD409,3,54.23,162.68
ORD01469,2025-07-07,CUST1655,PRD320,3,39.07,117.22
ORD01470,2025-02-25,CUST0109,PRD069,5,62.72,313.59
ORD01471,2025-03-31,CUST1096,PRD399,4,157.78,631.11
ORD01472,2025-02-19,CUST1051,PRD331,2,176.51,353.02
ORD01473,2025-05-23,CUST1298,PRD301,5,70.85,354.27
ORD01474,2025-03-04,CUST1961,PRD172,3,174.67,524.01
ORD01475,2025-11-03,CUST1142,PRD148,1,10.2,10.2
ORD01476,2025-07-31,CUST0623,PRD293,4,138.46,553.82
ORD01477,2025-04-16,CUST1519,PRD487,4,65.8,263.2
ORD01478,2025-04-12,CUST0658,PRD407,4,29.44,117.74
ORD01479,2025-06-14,CUST0831,PRD144,5,24.33,121.63
ORD01480,2025-02-01,CUST0024,PRD150,2,169.1,338.21
ORD01481,2024-12-07,CUST1693,PRD323,4,58.47,233.88
ORD01482,2025-08-11,CUST1126,PRD148,4,22.25,88.99
ORD01483,2025-06-09,CUST0981,PRD125,2,132.62,265.24
ORD01484,2025-09-04,CUST1350,PRD195,2,120.82,241.64
ORD01485,2025-05-22,CUST0016,PRD370,4,56.66,226.65
ORD01486,2025-01-11,CUST1070,PRD040,5,174.97,874.84
ORD01487,2025-04-01,CUST0829,PRD011,3,154.19,462.58
ORD01488,2025-11-12,CUST1070,PRD273,1,25.37,25.37
ORD01489,2025-07-27,CUST0732,PRD108,4,192.04,768.15
ORD01490,2025-03-09,CUST1755,PRD080,3,46.62,139.87
ORD01491,2025-06-28,CUST0009,PRD221,1,125.4,125.4
ORD01492,2025-12-01,CUST1725,PRD244,1,117.47,117.47
ORD01493,2025-11-24,CUST1265,PRD329,5,5.57,27.86
ORD01494,2025-12-02,CUST1303,PRD045,1,17.09,17.09
ORD01495,2025-03-06,CUST1479,PRD158,3,73.05,219.15
ORD01496,2025-02-25,CUST1475,PRD423,3,133.23,399.69
ORD01497,2025-04-06,CUST0911,PRD125,3,94.14,282.43
ORD01498,2025-05-30,CUST0362,PRD102,2,142.96,285.92
ORD01499,2025-08-13,CUST1434,PRD493,2,98.05,196.1
ORD01500,2025-08-06,CUST0305,PRD202,1,14.01,14.01
ORD01501,2025-10-03,CUST0626,PRD476,3,21.95,65.86
ORD01502,2025-04-28,CUST1319,PRD255,2,191.22,382.43
ORD01503,2025-08-04,CUST0138,PRD266,4,196.83,787.3
ORD01504,2025-03-27,CUST0710,PRD258,3,5.26,15.78
ORD01505,2025-05-05,CUST1357,PRD151,2,173.73,347.46
ORD01506,2025-11-20,CUST0058,PRD270,3,49.21,147.64
ORD01507,2025-04-07,CUST1716,PRD141,4,100.64,402.55
ORD01508,2025-06-22,CUST1571,PRD271,1,183.26,183.26
ORD01509,2025-04-30,CUST0403,PRD014,3,108.55,325.66
ORD01510,2025-05-13,CUST1643,PRD112,5,94.53,472.63
ORD01511,2025-08-10,CUST0154,PRD068,1,24.79,24.79
ORD01512,2025-08-20,CUST0753,PRD294,4,194.95,779.81
ORD01513,2025-10-11,CUST1995,PRD358,2,56.46,112.91
ORD01514,2025-09-24,CUST1933,PRD136,5,91.08,455.41
ORD01515,2025-11-11,CUST1592,PRD357,3,164.56,493.69
ORD01516,2025-06-10,CUST1442,PRD015,5,165.1,825.52
ORD01517,2025-03-26,CUST1185,PRD114,2,63.42,126.84
ORD01518,2025-05-03,CUST0640,PRD160,5,111.39,556.95
ORD01519,2025-01-08,CUST1816,PRD195,2,86.31,172.61
ORD01520,2025-08-27,CUST0362,PRD296,2,197.04,394.08
ORD01521,2025-06-18,CUST1902,PRD479,1,50.91,50.91
ORD01522,2025-06-13,CUST1584,PRD186,4,167.05,668.19
ORD01523,2025-10-11,CUST1699,PRD123,1,71.91,71.91
ORD01524,2025-05-16,CUST1167,PRD205,1,143.59,143.59
ORD01525,2025-09-01,CUST0749,PRD270,2,139.58,279.16
ORD01526,2024-12-11,CUST1534,PRD311,5,176.45,882.23
ORD01527,2025-08-05,CUST0766,PRD020,3,21.87,65.62
ORD01528,2025-08-03,CUST1942,PRD394,3,29.4,88.19
ORD01529,2025-02-19,CUST0597,PRD439,3,140.7,422.09
ORD01530,2025-04-10,CUST0151,PRD155,5,39.08,195.4
ORD01531,2025-07-08,CUST1641,PRD364,4,118.74,474.97
ORD01532,2025-06-24,CUST1573,PRD046,5,175.9,879.51
ORD01533,2025-07-15,CUST0041,PRD472,2,115.64,231.28
ORD01534,2024-12-17,CUST1892,PRD340,2,9.51,19.03
ORD01535,2025-03-02,CUST0319,PRD076,2,140.76,281.53
ORD01536,2025-07-24,CUST0265,PRD119,5,146.3,731.5
ORD01537,2025-04-19,CUST1526,PRD492,2,12.79,25.58
ORD01538,2025-04-12,CUST1370,PRD175,2,74.9,149.81
ORD01539,2025-05-18,CUST0521,PRD142,5,34.41,172.05
ORD01540,2025-04-08,CUST0704,PRD010,1,137.1,137.1
ORD01541,2024-12-30,CUST0253,PRD316,4,130.6,522.41
ORD01542,2025-03-02,CUST1664,PRD125,5,189.33,946.67
ORD01543,2025-09-13,CUST1242,PRD050,4,48.5,194.01
ORD01544,2025-03-21,CUST0029,PRD266,3,59.19,177.56
ORD01545,2025-04-09,CUST0811,PRD355,1,48.26,48.26
ORD01546,2025-09-10,CUST1141,PRD113,4,162.37,649.48
ORD01547,2025-02-03,CUST1063,PRD229,1,157.82,157.82
ORD01548,2025-10-01,CUST0995,PRD066,2,83.8,167.61
ORD01549,2025-05-10,CUST0330,PRD024,1,57.51,57.51
ORD01550,2025-04-09,CUST1712,PRD356,2,128.28,256.56
ORD01551,2025-04-28,CUST1486,PRD140,4,183.64,734.54
ORD01552,2025-07-04,CUST1846,PRD292,3,42.3,126.89
ORD01553,2025-08-19,CUST1725,PRD133,2,70.06,140.12
ORD01554,2025-02-05,CUST0173,PRD326,3,122.36,367.08
ORD01555,2025-03-17,CUST1668,PRD094,4,184.68,738.71
ORD01556,2025-08-10,CUST0343,PRD064,2,43.22,86.44
ORD01557,2025-03-06,CUST0856,PRD133,2,82.3,164.6
ORD01558,2025-08-26,CUST1204,PRD098,5,50.62,253.08
ORD01559,2025-05-18,CUST1612,PRD209,2,94.71,189.42
ORD01560,2025-09-27,CUST0527,PRD162,1,173.18,173.18
ORD01561,2025-05-09,CUST1202,PRD121,3,52.67,158.02
ORD01562,2025-04-07,CUST1319,PRD192,4,128.92,515.69
ORD01563,2025-07-26,CUST1744,PRD081,1,49.57,49.57
ORD01564,2025-05-24,CUST0010,PRD161,4,28.65,114.62
ORD01565,2025-06-22,CUST1417,PRD439,1,124.78,124.78
ORD01566,2025-03-16,CUST0485,PRD387,1,152.61,152.61
ORD01567,2024-12-09,CUST0519,PRD457,1,127.03,127.03
ORD01568,2025-11-15,CUST0791,PRD030,5,32.76,163.8
ORD01569,2025-05-28,CUST0261,PRD483,3,187.96,563.87
ORD01570,2025-01-05,CUST0530,PRD287,2,185.73,371.47
ORD01571,2025-12-01,CUST1641,PRD115,4,150.99,603.98
ORD01572,2025-09-17,CUST1627,PRD146,3,128.39,385.17
ORD01573,2025-11-17,CUST1271,PRD425,5,141.19,705.95
ORD01574,2025-07-20,CUST0500,PRD221,2,7.04,14.08
ORD01575,2025-06-09,CUST1905,PRD175,4,149.82,599.26
ORD01576,2025-04-18,CUST0808,PRD204,3,115.27,345.82
ORD01577,2025-05-16,CUST0583,PRD148,2,21.13,42.26
ORD01578,2024-12-16,CUST1052,PRD097,3,191.75,575.25
ORD01579,2025-09-23,CUST1898,PRD307,4,77.6,310.39
ORD01580,2025-07-23,CUST0845,PRD457,4,164.67,658.69
ORD01581,2025-06-17,CUST0531,PRD187,3,119.47,358.42
ORD01582,2025-08-26,CUST0745,PRD448,4,10.4,41.61
ORD01583,2025-01-01,CUST0697,PRD476,5,188.0,940.01
ORD01584,2025-05-23,CUST1283,PRD252,3,182.94,548.81
ORD01585,2025-04-21,CUST1793,PRD444,1,171.22,171.22
ORD01586,2025-05-28,CUST1801,PRD099,1,149.17,149.17
ORD01587,2025-10-17,CUST1956,PRD186,3,132.12,396.35
ORD01588,2025-02-23,CUST1372,PRD339,5,94.32,471.58
ORD01589,2025-01-28,CUST1066,PRD052,2,154.87,309.74
ORD01590,2025-05-26,CUST1593,PRD025,1,26.12,26.12
ORD01591,2025-07-10,CUST1010,PRD287,1,158.32,158.32
ORD01592,2025-08-13,CUST0239,PRD409,1,13.72,13.72
ORD01593,2025-06-23,CUST1797,PRD136,1,102.26,102.26
ORD01594,2025-05-15,CUST1235,PRD004,5,8.18,40.91
ORD01595,2025-05-02,CUST0212,PRD231,2,47.69,95.38
ORD01596,2025-08-02,CUST0853,PRD053,4,20.45,81.82
ORD01597,2025-11-10,CUST1933,PRD184,5,52.34,261.7
ORD01598,2024-12-04,CUST0205,PRD064,4,92.15,368.6
ORD01599,2025-07-13,CUST0229,PRD148,5,111.03,555.14
ORD01600,2025-10-19,CUST1747,PRD323,4,110.56,442.24
ORD01601,2025-06-30,CUST1711,PRD438,5,126.14,630.69
ORD01602,2025-10-30,CUST1144,PRD324,2,41.42,82.84
ORD01603,2025-08-11,CUST0765,PRD031,4,90.42,361.67
ORD01604,2025-03-29,CUST1939,PRD224,2,150.12,300.23
ORD01605,2025-02-27,CUST1650,PRD215,5,143.13,715.64
ORD01606,2025-06-28,CUST1251,PRD315,1,169.1,169.1
ORD01607,2025-04-30,CUST0522,PRD357,5,127.66,638.29
ORD01608,2025-01-18,CUST0460,PRD475,5,94.86,474.3
ORD01609,2025-02-24,CUST1924,PRD198,4,126.24,504.96
ORD01610,2025-04-19,CUST0475,PRD249,3,140.31,420.93
ORD01611,2025-05-07,CUST1513,PRD265,1,9.2,9.2
ORD01612,2025-10-29,CUST1780,PRD298,4,61.14,244.56
ORD01613,2025-03-19,CUST1419,PRD292,5,113.76,568.82
ORD01614,2025-03-24,CUST1660,PRD283,3,59.91,179.73
ORD01615,2025-03-11,CUST1273,PRD432,1,46.99,46.99
ORD01616,2024-12-27,CUST0656,PRD461,3,148.3,444.89
ORD01617,2025-04-10,CUST1396,PRD413,1,70.66,70.66
ORD01618,2025-09-13,CUST1567,PRD174,2,11.65,23.29
ORD01619,2025-05-18,CUST0716,PRD432,2,66.3,132.6
ORD01620,2025-04-26,CUST1650,PRD415,2,145.49,290.99
ORD01621,2025-09-15,CUST1833,PRD345,3,41.51,124.53
ORD01622,2025-03-03,CUST0314,PRD291,3,27.16,81.49
ORD01623,2025-11-03,CUST0156,PRD347,3,91.52,274.57
ORD01624,2025-09-23,CUST0128,PRD007,5,8.17,40.85
ORD01625,2025-09-16,CUST0373,PRD038,5,48.86,244.32
ORD01626,2025-01-09,CUST1705,PRD420,4,116.55,466.2
ORD01627,2025-08-29,CUST0776,PRD364,1,71.25,71.25
ORD01628,2025-08-21,CUST1222,PRD161,4,75.12,300.5
ORD01629,2025-05-04,CUST0918,PRD145,3,66.91,200.72
ORD01630,2025-04-29,CUST0108,PRD037,5,30.27,151.34
ORD01631,2025-05-27,CUST1201,PRD162,4,47.95,191.81
ORD01632,2024-12-10,CUST1800,PRD423,3,7.95,23.85
ORD01633,2025-08-29,CUST1943,PRD445,4,100.42,401.67
ORD01634,2025-06-13,CUST1788,PRD140,5,18.19,90.93
